name,releasedate,copiessold,price,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
WWE 2K24,2024-03-07,165301,99.99,8055097.0,42.36514031444467,71,AAA,2K,Visual Concepts,2315690
EARTH DEFENSE FORCE 6,2024-07-25,159806,59.99,7882151.0,29.65106126155342,57,Indie,D3PUBLISHER,SANDLOT,2291060
Sins of a Solar Empire II,2024-08-15,214192,49.99,7815247.0,12.45259326556514,88,Indie,Stardock Entertainment,"Ironclad Games Corporation,Stardock Entertainment",1575940
Legend of Mortal,2024-06-14,440998,19.99,7756399.0,24.79781729089117,76,Indie,"Paras Games,Obb Studio Inc.",Obb Studio Inc.,1859910
Shin Megami Tensei V: Vengeance,2024-06-13,141306,59.99,7629252.0,34.25849627863547,96,AA,SEGA,ATLUS,1875830
Soulmask,2024-05-30,304685,29.99,7540563.0,95.69781345051696,79,Indie,Qooland Games,CampFire Studio,2646460
The Universim,2024-01-22,328945,29.99,7534369.0,16.86853054897363,81,Indie,Crytivo,Crytivo,352720
Bellwright,2024-04-23,280955,29.99,7481940.0,41.418884797624166,78,Indie,"Donkey Crew,Snail Games USA",Donkey Crew,1812450
Night of the Dead,2024-05-31,394364,29.99,7091792.0,27.59707192847936,79,Indie,Jackto Studios,Jackto Studios,1377380
Empires of the Undergrowth,2024-06-07,408292,29.99,6950952.0,38.60212424802546,95,AA,"Hooded Horse,Slug Disco",Slug Disco,463530
KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,2024-06-13,212325,49.99,6828446.0,30.27494811660254,0,AA,Square Enix,Square Enix,2552430
ANIMAL WELL,2024-05-09,305891,24.99,6420393.0,8.485381327666017,96,Indie,Bigmode,Billy Basso,813230
Age of Mythology: Retold,2024-09-04,236419,29.99,6381185.0,9.389112456991116,91,AAA,Xbox Game Studios,"World's Edge,Forgotten Empires,Tantalus Media,CaptureAge,Virtuos Games",1934680
STAR WARS™: Battlefront Classic Collection,2024-03-13,185054,35.01,6048340.0,4.360934964168404,0,Indie,Aspyr,Aspyr,2446550
Another Crab's Treasure,2024-04-25,264723,29.99,5719324.0,10.434608015373133,95,Indie,Aggro Crab,Aggro Crab,1887840
Homeworld 3,2024-05-13,102487,59.99,5516030.0,8.497439609058835,42,AA,Gearbox Publishing,Blackbird Interactive,1840080
Winter Memories,2024-01-05,424281,19.99,5478333.0,8.98400541606548,0,Indie,Kagura Games,Dojin Otome,2495450
Nine Sols,2024-05-28,214407,29.99,5475592.0,17.894843749042394,96,Indie,RedCandleGames,RedCandleGames,1809540
Outpost: Infinity Siege,2024-03-26,278031,24.99,5312327.0,35.08670209892025,68,AA,Lightning Games,Team Ranger,1566690
Sker Ritual,2024-04-18,267953,24.99,5058868.0,6.477539083793293,82,Indie,Wales Interactive,Wales Interactive,1492070
shapez 2,2024-08-15,261028,24.99,4810868.0,16.307715687349233,99,Indie,"tobspr Games,Gamera Games",tobspr Games,2162800
Senua’s Saga: Hellblade II,2024-05-21,107010,49.99,4747832.0,5.160077378916766,88,AAA,Xbox Game Studios,Ninja Theory,2461850
Pixel Gun 3D: PC Edition,2024-04-02,1626877,0.0,4707782.0,11.89782337701754,62,Indie,Cubic Games Studio,Cubic Games Studio,2524890
Backpack Battles,2024-03-08,499559,12.99,4663468.0,42.85143977627138,90,Indie,"PlayWithFurcifer,IndieArk",PlayWithFurcifer,2427700
Crime Scene Cleaner,2024-08-14,285596,19.99,4644684.0,8.5955248244436,98,Indie,"President Studio,PlayWay S.A.",President Studio,1040200
Kebab Chefs! - Restaurant Simulator,2024-01-19,312189,17.99,4552032.0,9.479225359641724,89,Indie,Biotech Gameworks,Biotech Gameworks,1001270
Predecessor,2024-08-20,433605,0.0,4523839.944318563,109.91382768034087,79,Indie,Omeda Studios,Omeda Studios,961200
Palia,2024-03-25,881082,0.0,4263470.0,47.02791482592875,78,Indie,Singularity 6 Corporation,Singularity 6 Corporation,2707930
"Little Kitty, Big City",2024-05-09,206880,24.99,4238137.0,4.143531272874482,95,Indie,Double Dagger Studio,Double Dagger Studio,1177980
Secrets of Grindea,2024-02-29,314988,14.99,4161183.0,21.69826525906877,90,Indie,Pixel Ferrets,Pixel Ferrets,269770
Chrono Ark,2024-05-02,301197,24.99,4113334.0,37.2041660638596,91,Indie,Al Fine,Al Fine,1188930
Nova Drift,2024-08-12,445361,17.99,4047331.0,24.72868457429413,96,Indie,Pixeljam,Chimeric,858210
Kingdom Rush 5: Alliance TD,2024-07-25,245264,19.99,4042356.0,9.09008744972337,86,Indie,Ironhide Game Studio,Ironhide Game Studio,2849080
Norland,2024-07-18,170621,29.99,3991591.0,18.46350698089453,79,AA,Hooded Horse,Long Jaunt,1857090
Eiyuden Chronicle: Hundred Heroes,2024-04-23,91925,49.99,3953243.0,26.18784418359856,0,AA,505 Games,Rabbit & Bear Studios,1658280
Le Mans Ultimate,2024-02-20,120703,32.99,3740762.0,24.51989839725174,78,Indie,Studio 397,Studio 397,2399420
The Hungry Lamb: Traveling in the Late Ming Dynasty,2024-04-22,588305,9.99,3689551.0,5.515544910785541,97,Indie,"零创游戏(ZerocreationGame),2P Games",零创游戏(ZerocreationGame),2593370
Fabledom,2024-05-13,274354,20.99,3559827.0,9.741550826316857,90,Indie,"Dear Villagers,Doyoyo Games",Grenaa Games,1651560
Apollo Justice: Ace Attorney Trilogy,2024-01-24,89327,49.99,3465018.0,40.0243065252875,93,AAA,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",2187220
F1® Manager 2024,2024-07-23,111464,34.99,3428483.0,22.803547133217016,66,AA,Frontier Developments,Frontier Developments,2591280
Men of War II,2024-05-15,84565,44.99,3406127.0,21.05376649227358,0,Indie,Fulqrum Publishing,Best Way,1128860
Banishers: Ghosts of New Eden,2024-02-12,78137,49.99,3387809.0,22.31599204035413,87,AA,Focus Entertainment,DON'T NOD,1493640
Buckshot Roulette,2024-04-04,1486957,2.99,3369649.0,2.995872787721658,95,Indie,CRITICAL REFLEX,Mike Klubnika,2835570
Fields of Mistria,2024-08-05,265456,13.99,3342356.0,15.649349536238686,98,Indie,NPC Studio,NPC Studio,2142790
FOREWARNED,2024-04-25,366053,12.99,3322822.0,8.447204850866648,91,Indie,Dreambyte Games,Dreambyte Games,1562420
Midnight Ghost Hunt,2024-03-21,371470,19.99,3272209.0,11.916997192362892,78,AA,Coffee Stain Publishing,Vaulted Sky Games,915810
Tomb Raider I-III Remastered Starring Lara Croft,2024-02-13,125073,29.99,3262820.0,25.629116385966054,87,Indie,Aspyr,"Aspyr,Crystal Dynamics",2478970
Five Nights at Freddy's: Into the Pit,2024-08-07,181334,19.99,3262379.0,5.095655826350983,96,Indie,Mega Cat Studios,Mega Cat Studios,2638370
EA SPORTS™ Madden NFL 25,2024-08-15,50521,69.99,3182368.0,16.10649107133234,50,AAA,Electronic Arts,Tiburon,2582560
Rotwood,2024-04-24,412521,10.99,3180800.0,8.798469833185573,73,AA,Klei Entertainment,Klei Entertainment,2015270
Hookah Haze,2024-07-10,17717,17.99,263733.0,4.766068924187017,92,Indie,Aniplex Inc.,ACQUIRE Corp.,2470300
Future Fragments,2024-02-22,14679,19.99,263197.0,6.791463008808835,80,Indie,"Taboo Toad,Shady Corner Games",The Future Fragments Team,1238920
Botany Manor,2024-04-09,12312,24.99,263004.0,3.329619728276769,96,Indie,Whitethorn Games,Balloon Studios,1425350
Scarlet Tower,2024-03-25,66201,4.99,262728.0,10.807864513617217,86,Indie,Pyxeralia LLC,Pyxeralia LLC,2181720
Vellum,2024-03-28,15742,19.99,260940.0,7.258494933109757,90,Indie,"Alvios, Inc.",Alvios Games,917950
Supernatural,2024-07-15,34355,8.99,260449.0,1.582619871033138,63,Indie,Hitori De Productions,Hitori De Productions,2093010
Viking Rise: Valhalla,2024-05-21,20537,0.0,259513.0,36.62029672226122,75,Indie,IGG SINGAPORE PTE. LTD.,IGG SINGAPORE PTE. LTD.,2819520
LONESTAR,2024-01-18,36933,9.99,259157.0,20.516837545390125,0,Indie,Thermite Games,Math Tide,2056210
Yohane the Parhelion - NUMAZU in the MIRAGE -,2024-02-21,10048,29.99,258574.0,11.459016872346174,93,Indie,BeXide Inc.,BeXide Inc.,2459750
Revue Starlight El Dorado,2024-08-07,9499,29.99,256387.0,5.427033571710683,98,Indie,Bushiroad Inc.,Frontwing,2849960
The Brew Barons,2024-03-01,14325,21.99,256071.0,13.184460733075102,0,Indie,Lifetap Studios,Lifetap Studios,1636710
Contain,2024-01-16,12768,13.99,255512.0,2.503693650275288,60,Indie,SinginGiant,SinginGiant,2186700
Brothers: A Tale of Two Sons Remake,2024-02-28,21858,19.99,255441.0,2.3648222677036745,68,AA,505 Games,Avantgarden SRL,2153350
Voice Love on Air,2024-03-27,10136,29.99,254966.0,11.2397919153104,90,Indie,SOFTSTAR ENTERTAINMENT,"SOFTSTAR ENTERTAINMENT,Noisy Fish",2321120
Great Houses of Calderia,2024-05-02,14675,24.99,253627.0,8.063675087275312,78,Indie,Firesquid,Resistance Games,1812910
King Arthur: Legion IX,2024-05-09,15238,19.99,252953.0,12.391322087258976,71,Indie,NeocoreGames,NeocoreGames,2739830
SENTRY,2024-03-25,15063,19.99,251556.0,6.484102923591283,85,Indie,Fireblade Software,Fireblade Software,1252680
Nexus 5X,2024-04-18,19791,14.99,250950.0,20.865414536197893,95,Indie,Paradox Arc,Whatboy Games,1983990
AutoForge,2024-03-27,14728,19.99,249767.0,13.221277300296627,89,Indie,Siege Games,Siege Games,1960480
Magic Pussy: Chapter 2,2024-01-13,36601,9.99,249274.0,2.612123877243422,75,Indie,Taboo Tales 💘,Taboo Tales 💘,2512190
Tennis Manager 2024,2024-05-23,7878,39.99,248804.0,10.221171029632243,83,Indie,Rebound CG,Rebound CG,2870110
Lifeform Zero,2024-02-22,36772,7.99,243845.0,1.1870703784703778,83,Indie,"Mango Party,Mango Party News",Sins of Succubus,1848270
Farm Manager World,2024-04-29,14399,19.99,241254.0,20.978020915770703,0,Indie,"Sim Farm S.A.,PlayWay S.A.",Cleversan Games,2206350
Turbo Golf Racing,2024-04-04,27537,9.99,240922.0,8.278991424104499,86,Indie,Hugecalf Studios,Hugecalf Studios,1324350
Windowkill,2024-02-23,54205,4.99,239666.0,4.033346015712271,97,Indie,torcado,torcado,2726450
Bootstrap Island,2024-02-22,11797,24.99,237361.0,4.453969670795021,83,Indie,Maru VR Productions,Maru VR Productions,1942110
Idle Hero TD - Tower Defense,2024-05-03,13061,0.0,235863.0,189.0570113996993,79,Indie,Swell Games LLC,Swell Games LLC,2897580
Hairdresser Simulator,2024-03-06,14398,19.99,235724.0,7.94368062025551,49,Indie,Frozen Way,GameFormatic S.A.,1330560
Maniac,2024-03-28,57155,4.99,235604.0,4.290811596159339,91,Indie,Skystone Games,Transhuman Design,1482380
Nevergrind Online,2024-07-11,27973,15.99,235479.0,43.736640716411806,89,Indie,Neverworks Games,Neverworks Games,853450
Zoonomaly,2024-03-06,43112,5.99,232416.0,6.127524221454782,72,Indie,LIGHTS ARE OFF LLC,LIGHTS ARE OFF LLC,2101890
Pepper Grinder,2024-03-28,19649,14.99,230628.0,3.0902037504824045,88,AA,Devolver Digital,"Ahr Ech,MP2 Games",2076580
Shashingo: Learn Japanese with Photography,2024-02-27,14012,19.99,229922.0,4.261561103643061,95,Indie,Autumn Pioneer,Autumn Pioneer,1632490
Hexguardian,2024-05-02,24896,11.99,227666.0,16.151996485734074,84,Indie,Yogscast Games,Split Second Games,2381740
Modern Pink Elf RPG,2024-02-02,24006,11.99,227642.0,3.399177167134526,88,Indie,"Remtairy,CursedAtelier",Warshop,2745710
Internet Cafe Evolution,2024-04-19,18075,14.99,225541.0,18.29526412534356,80,Indie,Tiny Flame Games,Tiny Flame Games,2600600
Primitive Society Simulator,2024-02-26,13359,19.99,224409.0,23.152544840566616,84,Indie,YSH Games,YSH BigDove,1876880
Dystopika,2024-06-21,38869,6.99,224151.0,2.4823713745397766,97,Indie,"Voids Within,UNIKAT Label",Voids Within,2379910
Transformative Summer: Life with a TS Companion,2024-08-23,16175,16.99,223483.0,1.763499267186479,90,Indie,"HENTAI Plan,OTAKU Plan",88Danuki,2891040
Bare Witness,2024-07-20,22016,12.99,223470.0,8.570352837139355,95,Indie,AlterWorlds,AlterWorlds,2387380
Blockbuster Inc.,2024-06-06,10529,24.99,222603.0,7.775502852784427,53,Indie,Ancient Forge,Super Sly Fox,1793090
GUARDS!,2024-03-01,19148,14.99,222412.0,3.8115169276491287,73,Indie,WYLDERZONE,"WYLDERZONE,Lowkey GameDev",2514460
HAWKED,2024-02-15,162606,0.0,221326.0,11.438980059315815,55,Indie,"MY.GAMES,The 4 Winds Entertainment (MENA and Turkey)",MY.GAMES,1955960
TIEBREAK: Official game of the ATP and WTA,2024-08-22,6854,49.99,220924.0,14.886697995640557,75,AA,Nacon,Big Ant Studios,2264340
Builders of Greece,2024-02-27,14537,19.99,220170.0,9.287106790328828,0,Indie,"CreativeForge Games,PlayWay S.A.","BLUM Entertainment,Strategy Labs",1273100
Chasing Sunsets,2024-08-18,25621,14.99,219632.0,14.334402971391173,94,Indie,Stone Fox Studios,Stone Fox Studios,1783110
Capes,2024-05-29,7019,39.99,218599.0,18.1841439121085,0,AA,Daedalic Entertainment,Spitfire Interactive,2081080
Path of Achra,2024-05-07,26939,9.99,218518.0,28.54435664963007,99,Indie,Slouching Beast LLC,Ulfsire,2128270
Sisters: Last Day of Summer,2024-06-03,10528,24.99,218069.0,2.863190329208691,84,Indie,JAST,Jellyfish,2781750
Three Kingdoms: Innovatory,2024-01-31,26571,13.99,218047.0,20.12410684801021,76,Indie,Moment HK,瞬息万变工作室,2340500
ExoCross,2024-07-22,8226,39.99,217345.0,5.42370667094399,70,Indie,"iRacing.com Motorsport Simulations,iRacing","iRacing.com Motorsport Simulations,iRacing",773840
Angel at Dusk,2024-01-12,20643,14.99,217085.0,10.783586495954678,99,Indie,"Henteko Doujin,Sanuk Inc.",Akiragoya,1405500
Sex Formula,2024-09-05,6030,39.99,217025.0,1.3852123208746496,77,Indie,MIGI STUDIO,MIGI STUDIO,2889660
CaseCracker2,2024-05-16,21864,11.99,216851.0,5.844877721759396,95,Indie,NPC Entertainment,BlackRobe,2294450
Coreborn,2024-06-19,14796,13.99,216265.0,30.494220097898072,67,Indie,Blankhans,Blankhans,1926090
HEART of CROWN Online,2024-04-23,13112,19.99,215401.0,10.997180274952369,81,Indie,Japanime Digital,"illuCalab,FLIPFLOPs",1883000
Stargate: Timekeepers,2024-01-23,7991,29.99,214688.0,5.441417976196167,58,AA,Slitherine Ltd.,Slitherine Ltd.,1523650
Vae Victis - Khan,2024-03-01,16129,14.99,214566.0,10.44505482765064,83,Indie,Doorknob22,Doorknob22,2540230
Sucker for Love: Date to Die For,2024-04-23,19772,12.99,213201.0,3.8826264044692698,0,Indie,DreadXP,Akabaka,2240790
Tchia,2024-03-21,11684,29.99,212197.0,7.90778295224673,0,Indie,Kepler Interactive,Awaceb,1496590
Love n Life: Lucky Teacher,2024-01-31,38777,8.99,210967.0,4.0441084681223565,0,Indie,Reborn Entertainment,Reborn Entertainment,2445340
Tour de France 2024,2024-06-06,5833,39.99,208625.0,20.921704466723124,72,AA,Nacon,Cyanide Studio,2494340
Nancy Drew®: Mystery of the Seven Keys™,2024-06-20,7242,32.0,208569.0,7.070747407547764,60,Indie,HeR Interactive,HeR Interactive,1926590
Project MIKHAIL: A Muv-Luv War Story,2024-04-26,15338,19.99,208558.0,21.58182968869664,55,Indie,aNCHOR Inc.,"aNCHOR Inc.,fuzz, Inc.",1557480
The DeLuca Family - Season 1,2024-02-27,16425,15.99,207588.0,12.18923439084038,83,Indie,MemoGaming,MemoGaming,2814610
Mini Airways,2024-07-30,24705,9.99,207390.0,6.443859027040861,0,Indie,Erabit,CCC Games,2289650
JudgeSim,2024-07-16,33281,6.99,206875.0,3.020822486072547,0,Indie,DelusionArt Studio,DelusionArt Studio,2919660
江湖客栈-The Jianghu,2024-08-31,51896,0.0,205131.0,260.3405090672399,61,Indie,Path,『風林火山』工作室,1881610
The Bathhouse | 地獄銭湯 Restored Edition,2024-08-09,28170,7.99,202570.0,2.4106187515297246,92,Indie,Chilla's Art,Chilla's Art,2989950
Shipwrecked 64,2024-01-01,26225,7.99,202048.0,7.407742826442237,96,Indie,Cogware Games,"Squeaks D'Corgeh,Cogware Games",2160220
Shadow of the Depth,2024-04-22,16453,14.99,201940.0,8.217366605525815,72,Indie,ChillyRoom,ChillyRoom,2100150
Subterrain: Mines of Titan,2024-03-12,12552,19.99,200632.0,15.648462349326858,0,Indie,indie.io,Pixellore Inc,1573100
Chill Pulse,2024-05-02,51928,4.99,199035.0,31.10197244558289,95,Indie,Catos Game,Catos Game,2826180
CONVRGENCE,2024-04-22,12366,19.99,198731.0,5.466555952304595,81,Indie,Monkey-With-a-Bomb,Monkey-With-a-Bomb,2609610
A Day Out,2024-06-27,20883,9.99,198689.0,5.069955151525373,80,Indie,KevTheDev,"KevTheDev,gamesbychris",1547670
Arzette: The Jewel of Faramore,2024-02-13,12464,19.99,198058.0,4.056923806623435,97,Indie,Limited Run Games,Seedy Eye Software,1924780
Colony City 27λ,2024-03-26,21646,10.99,197843.0,4.235837414783542,90,Indie,Playmeow,Bunny Eats Tiger,2442410
Smash Girls,2024-06-25,21519,10.99,197661.0,1.62018681861316,84,Indie,"Mango Party,Mango Party News",18bitStudio,2822030
彷徨之街 The Street of Adrift,2024-05-20,34730,11.99,195942.0,9.590101408610204,76,Indie,LoveStoryProject,Caramel-Mocha Studio,1672670
Corsairs Legacy - Pirate Action RPG & Sea Battles,2024-01-30,13511,17.99,195795.0,2.5949174590740385,70,Indie,Mauris Games OU,Mauris,1594880
4D Golf,2024-03-22,10052,19.99,195440.0,6.548743445908296,99,Indie,CodeParade,CodeParade,2147950
Diluvian Winds,2024-04-25,13936,17.99,194382.0,5.081085619181385,77,Indie,"Goblinz Publishing,IndieArk",Alambik Studio,1561040
Rocksmith+,2024-06-06,35660,0.0,193594.0,3.87375145779168,11,AAA,Ubisoft,"Ubisoft San Francisco,Ubisoft Osaka,Ubisoft Bucharest,Ubisoft Pune",2834910
How to lose one's virginity,2024-04-25,19576,11.99,193532.0,4.968943677656601,86,Indie,VisualPointG,VisualPointG,2578880
Cozy Caravan,2024-05-16,11142,19.99,191108.0,6.822617789074972,0,Indie,5 Lives Studios,5 Lives Studios,2788520
Apprehending the Adventurer Chan! ~Live2D Tentacles Simulator~,2024-06-27,27719,7.99,189258.0,2.660770403074175,97,Indie,Alice Publication,No.7 Void Mine,3012420
道衍诀,2024-05-08,19716,11.99,188260.0,8.306483637567908,66,Indie,宁德动游网络科技有限公司,宁德动游网络科技有限公司,1951220
Beat Hazard 3,2024-06-22,13179,18.99,187908.0,13.222661214210484,89,Indie,Cold Beam Games,Cold Beam Games,1493520
Final Factory,2024-04-09,10896,18.99,186670.0,20.93961115219039,83,Indie,Never Games Limited,Never Games Limited,1383150
Figure Adventure,2024-06-24,31641,0.0,184743.0,12.205608791220538,0,Indie,Figure Fantasy,Figure Fantasy,2996570
Yellow Taxi Goes Vroom,2024-04-09,13798,16.99,184444.0,6.573973275788298,99,Indie,"Xelu,Those Awesome Guys",Panik Arcade,2011780
Galaxy Burger,2024-08-23,21079,11.99,183781.0,5.290148096748573,95,Indie,Galactic Workshop,Galactic Workshop,2749770
BROKE PROTOCOL: Online City RPG,2024-06-26,98931,9.99,183531.0,9.725358535580774,75,Indie,Cylinder Studios,Cylinder Studios,696370
WitchHand,2024-02-07,18046,11.99,182797.0,11.343093374261317,0,Indie,HopFrog,Jon Nielsen,2420880
Arctic Eggs,2024-05-16,24972,9.99,182249.0,1.8052762578319173,97,Indie,CRITICAL REFLEX,"The Water Museum,cockydoody,abmarnie,Cameron Ginex",2763670
No Creeps Were Harmed TD,2024-07-27,14452,19.99,181284.0,16.714114619980005,91,Indie,MinMax Games Ltd.,MinMax Games Ltd.,1932260
Zoria: Age of Shattering,2024-03-07,9307,24.99,180957.0,17.806999014427912,80,Indie,"Anshar Publishing,Surefire.Games",Tiny Trinket Games,1159090
FRONT MISSION 2: Remake,2024-04-30,6960,34.99,180254.0,21.095318096281108,63,Indie,Forever Entertainment S. A.,Storm Trident S.A.,2865440
Having a HARD Time,2024-02-12,16580,12.99,180236.0,5.873573137485592,96,Indie,Quadruple-Q,Quadruple-Q,2420460
"Island, Sex & Survival",2024-06-25,16201,12.99,179792.0,2.754190616196808,77,Indie,Alice Publication,無人島觀光促進會,2911250
Sheryl ~The Alchemist of the Island Ruins~,2024-04-19,13210,17.99,179743.0,5.946683096741738,85,Indie,Kagura Games,Pakkuri Paradise,2787300
"OPPAI Succubus Academy Sucky and Busty, Demonic and Lusty!",2024-07-31,4993,39.99,179703.0,4.523793592123041,92,Indie,Frontwing USA,Milkfactory,2854170
Computer Repair Shop,2024-01-12,22799,9.99,179631.0,4.467348573895426,0,Indie,Cheesecake Dev,Cheesecake Dev,2479290
KeepUp Survival,2024-03-05,23894,8.99,179352.0,8.238716732494117,68,Indie,Witte Studio,Witte Studio,1524630
Folie Fatale,2024-05-30,38408,5.99,178996.0,3.636514388975916,90,Indie,346lab Localization,Kanmidoko (神海処),2734450
Baten Kaitos I & II HD Remaster,2024-06-17,4662,49.99,178950.0,13.164837272057364,84,AAA,Bandai Namco Entertainment,"logicalbeat Co., Ltd.",2146170
Farlands,2024-07-24,14440,14.99,177736.0,4.881503287831916,95,Indie,JanduSoft,"JanduSoft,Eric Rodríguez",2252680
B.E.S.T,2024-01-18,18098,11.99,176781.0,3.8147019706556926,75,Indie,Dolydev,Dolyla,2404390
Kukoro: Stream chat games,2024-02-02,61373,5.99,175228.0,17.006639023780735,98,Indie,HeyNau,HeyNau,1166990
Backrooms Rec.,2024-03-06,20159,9.99,175194.0,1.9294587589570893,72,Indie,Liminal Logic,Liminal Logic,2275020
Old Market Simulator,2024-05-21,25461,9.99,174298.0,8.685694388370663,93,Indie,"Alcedo Games,Gamersky Games",Alcedo Games,2878420
Fleshlight Squad - Fleshlightize -,2024-01-12,14773,14.99,174069.0,2.14888170402484,83,Indie,072 Project,ちゃおいずむ,2588590
Fork Road,2024-06-11,48467,3.99,173665.0,0.7547324928427664,0,Indie,Simon Au Yeung,Simon Au Yeung,2976400
Tiny Terry's Turbo Trip,2024-05-30,12896,17.99,173502.0,3.941035344922252,97,Indie,Super Rare Originals,snekflat,2238040
Phantom Fury,2024-04-23,8386,24.99,173471.0,6.759825136466032,61,Indie,3D Realms,Slipgate Ironworks™,1733240
Broken Roads,2024-04-10,6136,34.99,173273.0,6.840685757062152,51,Indie,"Versus Evil,tinyBuild",Drop Bear Bytes,1403440
RUNGORE,2024-05-16,16112,14.99,172919.0,9.171866180343908,88,Indie,"GrabTheGames,Gamera Games,UpgradePoint","YOUR_MOM'S_HP,RavenJm",2113040
REVEIL,2024-03-06,10936,19.99,172222.0,5.162763610356412,92,AA,Daedalic Entertainment,Pixelsplit,809060
KitHack Model Club,2024-08-01,11862,19.99,171463.0,16.004801494161363,89,Indie,"Floating Origin Interactive,Curve Games",Floating Origin Interactive,2107090
A Tower Full of Cats,2024-05-20,41463,4.99,171352.0,2.658659161885786,99,Indie,Devcats,Devcats,2179170
Drug Lord Tycoon,2024-07-31,16898,11.99,171160.0,7.688269897496598,88,Indie,Duhndal,Duhndal,2450700
Into the Necrovale,2024-01-26,15345,14.99,170271.0,10.197507446551173,93,Indie,Tribal-Storm,Casey Clyde,1717090
Tomba! Special Edition,2024-07-31,9464,19.99,170266.0,5.361269289978908,86,Indie,Limited Run Games,Limited Run Games,2851150
FAIRY TAIL: DUNGEONS,2024-08-26,16430,13.99,169800.0,7.7027946379318815,93,Indie,Kodansha,ginolabo,2305500
Field of Glory: Kingdoms,2024-06-04,4836,39.99,169077.0,29.630237681613337,82,AA,Slitherine Ltd.,AGEOD,1985050
Arco,2024-08-15,10274,19.99,168841.0,5.098042446489322,99,Indie,Panic,"Franek,Max Cahill,Bibiki,Fáyer",2366970
Last Hope,2024-04-18,10810,19.99,167966.0,7.281782067780635,94,Indie,"Poolside games,DreamBig Games",Poolside games,2650630
Smack Studio,2024-07-31,13959,14.99,166819.0,61.89405689882235,90,Indie,ThirdPixel Interactive,ThirdPixel Interactive,1739300
The Grey Dream,2024-01-09,15783,12.99,165452.0,4.845216579075951,82,Indie,The Greys,The Greys,2497930
Quilts and Cats of Calico,2024-03-05,10536,19.99,165375.0,12.60609181612462,96,Indie,"Monster Couch,Flatout Games",Monster Couch,1993180
Hypnotic Idol,2024-06-18,10261,19.99,163926.0,3.916737738327048,79,Indie,azucat,azucat,2797310
Night Raider,2024-01-26,44974,5.99,163793.0,28.066198713115263,86,Indie,Tsukuyomi,Tsukuyomi,2719290
This is a Ghost,2024-04-17,12790,14.99,163789.0,24.23037807231731,90,Indie,Nuci,Nuci,1985420
Crypt Custodian,2024-08-27,10680,19.99,163307.0,6.014406764508275,98,Indie,"Kyle Thompson,Top Hat Studios, Inc.,H2 Interactive Co., Ltd.",Kyle Thompson,2394650
Himegashima Island,2024-08-02,14305,14.99,163296.0,6.4025414038367305,75,Indie,Kagura Games,Fushidaratei,2991400
Starstruck Vagabond,2024-05-24,8747,24.99,162429.0,16.54874636758956,0,Indie,"Ben 'Yahtzee' Croshaw,Second Wind",Ben 'Yahtzee' Croshaw,2448930
Clank!,2024-07-24,7748,22.99,160313.0,11.996352257405444,95,Indie,Dire Wolf,Dire Wolf,1722870
Heading Out,2024-05-07,9835,19.99,159911.0,4.301057192445973,81,Indie,Saber Interactive,Serious Sim,1640630
The Game of Sisyphus,2024-04-11,28586,6.99,158283.0,5.66407476855285,81,Indie,cream,cream,2904890
"Warhammer 40,000: Speed Freeks",2024-08-06,102865,0.0,158090.0,5.651413836213646,0,Indie,PLAION,Caged Element Inc.,2078450
除邪(CHUXIE),2024-07-28,25734,6.99,157941.0,1.6539491559621793,83,Indie,LCGaming,LCGaming,2969160
Moose Miners,2024-05-10,20363,9.99,157701.0,30.35383039123571,69,Indie,Lingon Studios,Lingon Studios,2591410
The Inquisitor,2024-02-08,4482,39.99,157178.0,5.87829712643099,70,AA,Kalypso Media,The Dust S.A.,1880470
SNK VS. CAPCOM SVC CHAOS,2024-07-20,8714,19.99,156773.0,4.365388443927607,0,Indie,SNK CORPORATION,Code Mystics,2442380
Vivat Slovakia,2024-04-18,6256,29.99,155061.0,4.087998735806734,73,Indie,Team Vivat,Team Vivat,2132690
Spy Alliance,2024-08-08,93601,1.99,153860.0,0.9404285900243136,70,Indie,ALT Lab,ALT Lab,2757350
Arena Renovation,2024-01-19,13814,19.99,153619.0,6.01014217466712,82,AA,"PlayWay S.A.,FreeMind S.A.",Nesalis Games,948880
Summer's Gone - Season 1,2024-05-10,11819,14.99,153346.0,12.394389248708071,96,Indie,OceanAVN,OceanAVN,2240150
Turlock Holmes,2024-02-21,27531,9.99,152748.0,6.043817491612786,75,Indie,Neverland Entertainment,Find the Lamp Games,2142160
Galaxy Idle Clicker,2024-07-18,14401,0.0,151939.1911440809,99.91404042132116,76,Indie,Soehnle,Soehnle,2962810
Creator of Another World,2024-04-30,10817,18.99,151439.0,28.08123885865699,89,Indie,kuetaro (くえたろう),kuetaro (くえたろう),2761610
Miss Neko: Pirates,2024-03-22,47322,3.99,151366.0,3.115070265712853,82,Indie,Toffee Cafe,Orangeee,2695270
Winter Survival,2024-03-06,8694,18.99,151064.0,8.359128282051328,0,Indie,"DRAGO entertainment,HeartBeat Games",DRAGO entertainment,1394960
Maid of the Dead,2024-02-29,9076,19.99,149494.0,7.925857937636709,84,Indie,qureate,"qureate,IXILL LLC.",1868020
Project Demigod,2024-02-01,9426,19.99,148767.0,7.734520511375408,82,Indie,Fast Travel Games,Omnifarious Studios LLC,1646580
